provider,geography,region,location,latitude,longitude,instance_type,hourly_cost_usd,compute_capability,gpu_power_watts,electricity_price_kwh
"Google Cloud","Milan, Italy, Europe","europe-west8","Milan, Italy, Europe","45.4642","9.19","T4-16GB","0.797","60","70","0.28"
"Google Cloud","Milan, Italy, Europe","europe-west8","Milan, Italy, Europe","45.4642","9.19","RTX-3080","1.157","78","320","0.28"
"Google Cloud","Milan, Italy, Europe","europe-west8","Milan, Italy, Europe","45.4642","9.19","L4-24GB","0.927","65","72","0.28"
"Google Cloud","Paris, France, Europe","europe-west9","Paris, France, Europe","48.8566","2.3522","H100-80GB","4.576","100","450","0.24"
"Google Cloud","Paris, France, Europe","europe-west9","Paris, France, Europe","48.8566","2.3522","RTX-4090","1.572","88","450","0.24"
"Google Cloud","Paris, France, Europe","europe-west9","Paris, France, Europe","48.8566","2.3522","L40-48GB","2.633","85","300","0.24"
"Google Cloud","Paris, France, Europe","europe-west9","Paris, France, Europe","48.8566","2.3522","L4-24GB","0.922","65","72","0.24"
"Google Cloud","Paris, France, Europe","europe-west9","Paris, France, Europe","48.8566","2.3522","A100-40GB","2.786","90","350","0.24"
"Google Cloud","Paris, France, Europe","europe-west9","Paris, France, Europe","48.8566","2.3522","RTX-4090","1.802","88","450","0.24"
"Google Cloud","Paris, France, Europe","europe-west9","Paris, France, Europe","48.8566","2.3522","K80-12GB","0.680","45","300","0.24"
"Google Cloud","Paris, France, Europe","europe-west9","Paris, France, Europe","48.8566","2.3522","RTX-3090","1.264","82","350","0.24"
"Google Cloud","Paris, France, Europe","europe-west9","Paris, France, Europe","48.8566","2.3522","T4-16GB","0.752","60","70","0.24"
"Google Cloud","Paris, France, Europe","europe-west9","Paris, France, Europe","48.8566","2.3522","A100-40GB","2.823","90","350","0.24"
"Google Cloud","Paris, France, Europe","europe-west9","Paris, France, Europe","48.8566","2.3522","K80-12GB","0.650","45","300","0.24"
"Google Cloud","Paris, France, Europe","europe-west9","Paris, France, Europe","48.8566","2.3522","MI250X-128GB","4.467","92","560","0.24"
"Google Cloud","Doha, Qatar, Middle East","me-central1","Doha, Qatar, Middle East","25.276","51.52","A100-80GB","2.986","95","400","0.1"
"Google Cloud","Doha, Qatar, Middle East","me-central1","Doha, Qatar, Middle East","25.276","51.52","P4-8GB","0.504","50","75","0.1"
"Google Cloud","Doha, Qatar, Middle East","me-central1","Doha, Qatar, Middle East","25.276","51.52","RTX-4090","1.770","88","450","0.1"
"Google Cloud","Doha, Qatar, Middle East","me-central1","Doha, Qatar, Middle East","25.276","51.52","T4-16GB","0.820","60","70","0.1"
"Google Cloud","Doha, Qatar, Middle East","me-central1","Doha, Qatar, Middle East","25.276","51.52","RTX-3090","1.389","82","350","0.1"
"Google Cloud","Dammam, Saudi Arabia, Middle East","me-central2","Dammam, Saudi Arabia, Middle East","40","-95","RTX-4090","1.751","88","450","0.15"
"Google Cloud","Dammam, Saudi Arabia, Middle East","me-central2","Dammam, Saudi Arabia, Middle East","40","-95","P4-8GB","0.483","50","75","0.15"
"Google Cloud","Dammam, Saudi Arabia, Middle East","me-central2","Dammam, Saudi Arabia, Middle East","40","-95","L4-24GB","0.873","65","72","0.15"
"Google Cloud","Dammam, Saudi Arabia, Middle East","me-central2","Dammam, Saudi Arabia, Middle East","40","-95","K80-12GB","0.704","45","300","0.15"
"Google Cloud","Dammam, Saudi Arabia, Middle East","me-central2","Dammam, Saudi Arabia, Middle East","40","-95","P40-24GB","1.290","70","250","0.15"
"Google Cloud","Dammam, Saudi Arabia, Middle East","me-central2","Dammam, Saudi Arabia, Middle East","40","-95","RTX-3080","1.032","78","320","0.15"
"Google Cloud","Dammam, Saudi Arabia, Middle East","me-central2","Dammam, Saudi Arabia, Middle East","40","-95","L40-48GB","2.581","85","300","0.15"
"Google Cloud","Dammam, Saudi Arabia, Middle East","me-central2","Dammam, Saudi Arabia, Middle East","40","-95","V100-32GB","2.439","80","300","0.15"
"Google Cloud","Dammam, Saudi Arabia, Middle East","me-central2","Dammam, Saudi Arabia, Middle East","40","-95","K80-12GB","0.607","45","300","0.15"
"Google Cloud","Dammam, Saudi Arabia, Middle East","me-central2","Dammam, Saudi Arabia, Middle East","40","-95","RTX-3080","1.149","78","320","0.15"
"Google Cloud","Dammam, Saudi Arabia, Middle East","me-central2","Dammam, Saudi Arabia, Middle East","40","-95","T4-16GB","0.776","60","70","0.15"
"Google Cloud","Dammam, Saudi Arabia, Middle East","me-central2","Dammam, Saudi Arabia, Middle East","40","-95","H100-80GB","4.233","100","450","0.15"
"Google Cloud","Dammam, Saudi Arabia, Middle East","me-central2","Dammam, Saudi Arabia, Middle East","40","-95","A100-80GB","3.170","95","400","0.15"
"Google Cloud","Dammam, Saudi Arabia, Middle East","me-central2","Dammam, Saudi Arabia, Middle East","40","-95","RTX-4090","1.529","88","450","0.15"
"Google Cloud","Dammam, Saudi Arabia, Middle East","me-central2","Dammam, Saudi Arabia, Middle East","40","-95","K80-12GB","0.576","45","300","0.15"
"Google Cloud","Tel Aviv, Israel, Middle East","me-west1","Tel Aviv, Israel, Middle East","32.0853","34.7818","RTX-4090","1.438","88","450","0.28"
"Google Cloud","Tel Aviv, Israel, Middle East","me-west1","Tel Aviv, Israel, Middle East","32.0853","34.7818","K80-12GB","0.674","45","300","0.28"
"Google Cloud","Tel Aviv, Israel, Middle East","me-west1","Tel Aviv, Israel, Middle East","32.0853","34.7818","V100-16GB","2.172","75","250","0.28"
"Google Cloud","Tel Aviv, Israel, Middle East","me-west1","Tel Aviv, Israel, Middle East","32.0853","34.7818","RTX-3090","1.424","82","350","0.28"
"Google Cloud","Tel Aviv, Israel, Middle East","me-west1","Tel Aviv, Israel, Middle East","32.0853","34.7818","T4-16GB","0.828","60","70","0.28"
"Google Cloud","Tel Aviv, Israel, Middle East","me-west1","Tel Aviv, Israel, Middle East","32.0853","34.7818","A100-40GB","2.841","90","350","0.28"
"Google Cloud","Tel Aviv, Israel, Middle East","me-west1","Tel Aviv, Israel, Middle East","32.0853","34.7818","A100-40GB","3.012","90","350","0.28"
"Google Cloud","Tel Aviv, Israel, Middle East","me-west1","Tel Aviv, Israel, Middle East","32.0853","34.7818","V100-16GB","1.962","75","250","0.28"
"Google Cloud","Tel Aviv, Israel, Middle East","me-west1","Tel Aviv, Israel, Middle East","32.0853","34.7818","V100-32GB","2.521","80","300","0.28"
"Google Cloud","Tel Aviv, Israel, Middle East","me-west1","Tel Aviv, Israel, Middle East","32.0853","34.7818","MI250X-128GB","4.030","92","560","0.28"
"Google Cloud","Tel Aviv, Israel, Middle East","me-west1","Tel Aviv, Israel, Middle East","32.0853","34.7818","T4-16GB","0.815","60","70","0.28"
"Google Cloud","Tel Aviv, Israel, Middle East","me-west1","Tel Aviv, Israel, Middle East","32.0853","34.7818","A100-40GB","2.851","90","350","0.28"
"Google Cloud","Tel Aviv, Israel, Middle East","me-west1","Tel Aviv, Israel, Middle East","32.0853","34.7818","V100-16GB","2.174","75","250","0.28"
"Google Cloud","Tel Aviv, Israel, Middle East","me-west1","Tel Aviv, Israel, Middle East","32.0853","34.7818","V100-32GB","2.830","80","300","0.28"
"Google Cloud","Tel Aviv, Israel, Middle East","me-west1","Tel Aviv, Israel, Middle East","32.0853","34.7818","MI250X-128GB","4.061","92","560","0.28"
"Google Cloud","Tel Aviv, Israel, Middle East","me-west1","Tel Aviv, Israel, Middle East","32.0853","34.7818","RTX-3080","0.948","78","320","0.28"
"Google Cloud","Montréal, Québec, North America","northamerica-northeast1","Montréal, Québec, North America","40","-95","V100-16GB","2.324","75","250","0.15"
"Google Cloud","Montréal, Québec, North America","northamerica-northeast1","Montréal, Québec, North America","40","-95","P40-24GB","1.300","70","250","0.15"
"Google Cloud","Montréal, Québec, North America","northamerica-northeast1","Montréal, Québec, North America","40","-95","RTX-3090","1.330","82","350","0.15"
"Google Cloud","Montréal, Québec, North America","northamerica-northeast1","Montréal, Québec, North America","40","-95","V100-32GB","2.440","80","300","0.15"
"Google Cloud","Montréal, Québec, North America","northamerica-northeast1","Montréal, Québec, North America","40","-95","L4-24GB","1.024","65","72","0.15"
"Google Cloud","Montréal, Québec, North America","northamerica-northeast1","Montréal, Québec, North America","40","-95","V100-16GB","1.937","75","250","0.15"
"Google Cloud","Montréal, Québec, North America","northamerica-northeast1","Montréal, Québec, North America","40","-95","MI250X-128GB","3.755","92","560","0.15"
"Google Cloud","Montréal, Québec, North America","northamerica-northeast1","Montréal, Québec, North America","40","-95","P40-24GB","1.280","70","250","0.15"
"Google Cloud","Montréal, Québec, North America","northamerica-northeast1","Montréal, Québec, North America","40","-95","A100-80GB","3.042","95","400","0.15"
"Google Cloud","Montréal, Québec, North America","northamerica-northeast1","Montréal, Québec, North America","40","-95","H100-80GB","4.131","100","450","0.15"
"Google Cloud","Montréal, Québec, North America","northamerica-northeast1","Montréal, Québec, North America","40","-95","A100-40GB","2.785","90","350","0.15"
"Google Cloud","Montréal, Québec, North America","northamerica-northeast1","Montréal, Québec, North America","40","-95","A100-80GB","3.181","95","400","0.15"
"Google Cloud","Montréal, Québec, North America","northamerica-northeast1","Montréal, Québec, North America","40","-95","P40-24GB","1.676","70","250","0.15"
"Google Cloud","Montréal, Québec, North America","northamerica-northeast1","Montréal, Québec, North America","40","-95","MI250X-128GB","4.038","92","560","0.15"
"Google Cloud","Montréal, Québec, North America","northamerica-northeast1","Montréal, Québec, North America","40","-95","RTX-3080","1.202","78","320","0.15"
"Google Cloud","Montréal, Québec, North America","northamerica-northeast1","Montréal, Québec, North America","40","-95","V100-16GB","2.001","75","250","0.15"
"Google Cloud","Toronto, Ontario, North America","northamerica-northeast2","Toronto, Ontario, North America","43.6532","-79.3832","L4-24GB","1.032","65","72","0.14"
"Google Cloud","Toronto, Ontario, North America","northamerica-northeast2","Toronto, Ontario, North America","43.6532","-79.3832","P4-8GB","0.527","50","75","0.14"
"Google Cloud","Toronto, Ontario, North America","northamerica-northeast2","Toronto, Ontario, North America","43.6532","-79.3832","V100-16GB","1.823","75","250","0.14"
"Google Cloud","Toronto, Ontario, North America","northamerica-northeast2","Toronto, Ontario, North America","43.6532","-79.3832","H100-80GB","5.048","100","450","0.14"
"Google Cloud","Toronto, Ontario, North America","northamerica-northeast2","Toronto, Ontario, North America","43.6532","-79.3832","H100-80GB","5.358","100","450","0.14"
"Google Cloud","Toronto, Ontario, North America","northamerica-northeast2","Toronto, Ontario, North America","43.6532","-79.3832","RTX-3080","1.107","78","320","0.14"
"Google Cloud","Toronto, Ontario, North America","northamerica-northeast2","Toronto, Ontario, North America","43.6532","-79.3832","P4-8GB","0.600","50","75","0.14"
"Google Cloud","Toronto, Ontario, North America","northamerica-northeast2","Toronto, Ontario, North America","43.6532","-79.3832","V100-32GB","2.790","80","300","0.14"
"Google Cloud","Toronto, Ontario, North America","northamerica-northeast2","Toronto, Ontario, North America","43.6532","-79.3832","L4-24GB","1.084","65","72","0.14"
"Google Cloud","Toronto, Ontario, North America","northamerica-northeast2","Toronto, Ontario, North America","43.6532","-79.3832","RTX-3080","0.974","78","320","0.14"
"Google Cloud","Toronto, Ontario, North America","northamerica-northeast2","Toronto, Ontario, North America","43.6532","-79.3832","A100-80GB","3.738","95","400","0.14"
"Google Cloud","Queretaro, Mexico, North America","northamerica-south1","Queretaro, Mexico, North America","40","-95","RTX-3090","1.416","82","350","0.15"
"Google Cloud","Queretaro, Mexico, North America","northamerica-south1","Queretaro, Mexico, North America","40","-95","V100-16GB","2.090","75","250","0.15"
"Google Cloud","Queretaro, Mexico, North America","northamerica-south1","Queretaro, Mexico, North America","40","-95","MI250X-128GB","4.260","92","560","0.15"
"Google Cloud","Osasco, São Paulo, Brazil, South America","southamerica-east1","Osasco, São Paulo, Brazil, South America","-23.5505","-46.6333","K80-12GB","0.622","45","300","0.18"
"Google Cloud","Osasco, São Paulo, Brazil, South America","southamerica-east1","Osasco, São Paulo, Brazil, South America","-23.5505","-46.6333","RTX-3080","1.033","78","320","0.18"
"Google Cloud","Osasco, São Paulo, Brazil, South America","southamerica-east1","Osasco, São Paulo, Brazil, South America","-23.5505","-46.6333","V100-32GB","2.440","80","300","0.18"
"Google Cloud","Osasco, São Paulo, Brazil, South America","southamerica-east1","Osasco, São Paulo, Brazil, South America","-23.5505","-46.6333","V100-16GB","1.788","75","250","0.18"
"Google Cloud","Osasco, São Paulo, Brazil, South America","southamerica-east1","Osasco, São Paulo, Brazil, South America","-23.5505","-46.6333","K80-12GB","0.656","45","300","0.18"
"Google Cloud","Osasco, São Paulo, Brazil, South America","southamerica-east1","Osasco, São Paulo, Brazil, South America","-23.5505","-46.6333","P4-8GB","0.587","50","75","0.18"
"Google Cloud","Osasco, São Paulo, Brazil, South America","southamerica-east1","Osasco, São Paulo, Brazil, South America","-23.5505","-46.6333","RTX-3080","1.174","78","320","0.18"
"Google Cloud","Osasco, São Paulo, Brazil, South America","southamerica-east1","Osasco, São Paulo, Brazil, South America","-23.5505","-46.6333","V100-32GB","2.896","80","300","0.18"
"Google Cloud","Osasco, São Paulo, Brazil, South America","southamerica-east1","Osasco, São Paulo, Brazil, South America","-23.5505","-46.6333","A100-80GB","3.025","95","400","0.18"
"Google Cloud","Osasco, São Paulo, Brazil, South America","southamerica-east1","Osasco, São Paulo, Brazil, South America","-23.5505","-46.6333","T4-16GB","0.733","60","70","0.18"
"Google Cloud","Osasco, São Paulo, Brazil, South America","southamerica-east1","Osasco, São Paulo, Brazil, South America","-23.5505","-46.6333","V100-16GB","1.914","75","250","0.18"
"Google Cloud","Santiago, Chile, South America","southamerica-west1","Santiago, Chile, South America","-33.4489","-70.6693","V100-32GB","2.154","80","300","0.16"
"Google Cloud","Santiago, Chile, South America","southamerica-west1","Santiago, Chile, South America","-33.4489","-70.6693","A100-40GB","3.370","90","350","0.16"
"Google Cloud","Santiago, Chile, South America","southamerica-west1","Santiago, Chile, South America","-33.4489","-70.6693","A100-80GB","3.527","95","400","0.16"
"Google Cloud","Santiago, Chile, South America","southamerica-west1","Santiago, Chile, South America","-33.4489","-70.6693","RTX-3080","0.978","78","320","0.16"
"Google Cloud","Santiago, Chile, South America","southamerica-west1","Santiago, Chile, South America","-33.4489","-70.6693","K80-12GB","0.640","45","300","0.16"
"Google Cloud","Council Bluffs, Iowa, North America","us-central1","Council Bluffs, Iowa, North America","41.2619","-95.8608","L4-24GB","0.799","65","72","0.11"
"Google Cloud","Council Bluffs, Iowa, North America","us-central1","Council Bluffs, Iowa, North America","41.2619","-95.8608","V100-32GB","2.058","80","300","0.11"
"Google Cloud","Council Bluffs, Iowa, North America","us-central1","Council Bluffs, Iowa, North America","41.2619","-95.8608","RTX-3080","0.962","78","320","0.11"
"Google Cloud","Council Bluffs, Iowa, North America","us-central1","Council Bluffs, Iowa, North America","41.2619","-95.8608","RTX-3090","1.195","82","350","0.11"
"Google Cloud","Council Bluffs, Iowa, North America","us-central1","Council Bluffs, Iowa, North America","41.2619","-95.8608","RTX-4090","1.455","88","450","0.11"
"Google Cloud","Council Bluffs, Iowa, North America","us-central1","Council Bluffs, Iowa, North America","41.2619","-95.8608","MI250X-128GB","2.886","92","560","0.11"
"Google Cloud","Council Bluffs, Iowa, North America","us-central1","Council Bluffs, Iowa, North America","41.2619","-95.8608","A100-80GB","3.111","95","400","0.11"
"Google Cloud","Council Bluffs, Iowa, North America","us-central1","Council Bluffs, Iowa, North America","41.2619","-95.8608","K80-12GB","0.477","45","300","0.11"
"Google Cloud","Council Bluffs, Iowa, North America","us-central1","Council Bluffs, Iowa, North America","41.2619","-95.8608","P4-8GB","0.426","50","75","0.11"
"Google Cloud","Council Bluffs, Iowa, North America","us-central1","Council Bluffs, Iowa, North America","41.2619","-95.8608","RTX-3080","0.991","78","320","0.11"
"Google Cloud","Council Bluffs, Iowa, North America","us-central1","Council Bluffs, Iowa, North America","41.2619","-95.8608","V100-16GB","1.697","75","250","0.11"
"Google Cloud","Council Bluffs, Iowa, North America","us-central1","Council Bluffs, Iowa, North America","41.2619","-95.8608","RTX-4090","1.447","88","450","0.11"
"Google Cloud","Council Bluffs, Iowa, North America","us-central1","Council Bluffs, Iowa, North America","41.2619","-95.8608","A100-80GB","3.006","95","400","0.11"
"Google Cloud","Council Bluffs, Iowa, North America","us-central1","Council Bluffs, Iowa, North America","41.2619","-95.8608","V100-16GB","1.802","75","250","0.11"
"Google Cloud","Council Bluffs, Iowa, North America","us-central1","Council Bluffs, Iowa, North America","41.2619","-95.8608","RTX-4090","1.413","88","450","0.11"
"Google Cloud","Council Bluffs, Iowa, North America","us-central1","Council Bluffs, Iowa, North America","41.2619","-95.8608","V100-32GB","1.848","80","300","0.11"
"Google Cloud","Council Bluffs, Iowa, North America","us-central1","Council Bluffs, Iowa, North America","41.2619","-95.8608","A100-80GB","2.647","95","400","0.11"
"Google Cloud","Moncks Corner, South Carolina, North America","us-east1","Moncks Corner, South Carolina, North America","33.196","-80.0131","K80-12GB","0.661","45","300","0.14"
"Google Cloud","Moncks Corner, South Carolina, North America","us-east1","Moncks Corner, South Carolina, North America","33.196","-80.0131","V100-32GB","2.450","80","300","0.14"
"Google Cloud","Moncks Corner, South Carolina, North America","us-east1","Moncks Corner, South Carolina, North America","33.196","-80.0131","A100-80GB","3.810","95","400","0.14"
"Google Cloud","Moncks Corner, South Carolina, North America","us-east1","Moncks Corner, South Carolina, North America","33.196","-80.0131","MI250X-128GB","4.290","92","560","0.14"
"Google Cloud","Moncks Corner, South Carolina, North America","us-east1","Moncks Corner, South Carolina, North America","33.196","-80.0131","RTX-3080","1.206","78","320","0.14"
"Google Cloud","Moncks Corner, South Carolina, North America","us-east1","Moncks Corner, South Carolina, North America","33.196","-80.0131","P4-8GB","0.588","50","75","0.14"
"Google Cloud","Moncks Corner, South Carolina, North America","us-east1","Moncks Corner, South Carolina, North America","33.196","-80.0131","RTX-4090","1.484","88","450","0.14"
"Google Cloud","Moncks Corner, South Carolina, North America","us-east1","Moncks Corner, South Carolina, North America","33.196","-80.0131","V100-16GB","1.965","75","250","0.14"
"Google Cloud","Moncks Corner, South Carolina, North America","us-east1","Moncks Corner, South Carolina, North America","33.196","-80.0131","L4-24GB","0.964","65","72","0.14"
"Google Cloud","Moncks Corner, South Carolina, North America","us-east1","Moncks Corner, South Carolina, North America","33.196","-80.0131","P40-24GB","1.311","70","250","0.14"
"Google Cloud","Moncks Corner, South Carolina, North America","us-east1","Moncks Corner, South Carolina, North America","33.196","-80.0131","MI250X-128GB","4.247","92","560","0.14"
"Google Cloud","Moncks Corner, South Carolina, North America","us-east1","Moncks Corner, South Carolina, North America","33.196","-80.0131","A100-40GB","2.767","90","350","0.14"
"Google Cloud","Moncks Corner, South Carolina, North America","us-east1","Moncks Corner, South Carolina, North America","33.196","-80.0131","RTX-4090","1.457","88","450","0.14"
"Google Cloud","Moncks Corner, South Carolina, North America","us-east1","Moncks Corner, South Carolina, North America","33.196","-80.0131","V100-16GB","2.119","75","250","0.14"
"Google Cloud","Ashburn, Virginia, North America","us-east4","Ashburn, Virginia, North America","39.0438","-77.4874","P4-8GB","0.491","50","75","0.12"
"Google Cloud","Ashburn, Virginia, North America","us-east4","Ashburn, Virginia, North America","39.0438","-77.4874","P40-24GB","1.331","70","250","0.12"
"Google Cloud","Ashburn, Virginia, North America","us-east4","Ashburn, Virginia, North America","39.0438","-77.4874","MI250X-128GB","4.297","92","560","0.12"
"Google Cloud","Ashburn, Virginia, North America","us-east4","Ashburn, Virginia, North America","39.0438","-77.4874","L40-48GB","2.225","85","300","0.12"
"Google Cloud","Ashburn, Virginia, North America","us-east4","Ashburn, Virginia, North America","39.0438","-77.4874","A100-40GB","3.107","90","350","0.12"
"Google Cloud","Ashburn, Virginia, North America","us-east4","Ashburn, Virginia, North America","39.0438","-77.4874","A100-80GB","3.310","95","400","0.12"
"Google Cloud","Ashburn, Virginia, North America","us-east4","Ashburn, Virginia, North America","39.0438","-77.4874","RTX-4090","1.781","88","450","0.12"
"Google Cloud","Ashburn, Virginia, North America","us-east4","Ashburn, Virginia, North America","39.0438","-77.4874","P40-24GB","1.656","70","250","0.12"
"Google Cloud","Ashburn, Virginia, North America","us-east4","Ashburn, Virginia, North America","39.0438","-77.4874","V100-32GB","2.600","80","300","0.12"
"Google Cloud","Ashburn, Virginia, North America","us-east4","Ashburn, Virginia, North America","39.0438","-77.4874","MI250X-128GB","4.388","92","560","0.12"
"Google Cloud","Ashburn, Virginia, North America","us-east4","Ashburn, Virginia, North America","39.0438","-77.4874","L4-24GB","0.941","65","72","0.12"
"Google Cloud","Ashburn, Virginia, North America","us-east4","Ashburn, Virginia, North America","39.0438","-77.4874","P4-8GB","0.520","50","75","0.12"
"Google Cloud","Ashburn, Virginia, North America","us-east4","Ashburn, Virginia, North America","39.0438","-77.4874","V100-32GB","2.530","80","300","0.12"
"Google Cloud","Ashburn, Virginia, North America","us-east4","Ashburn, Virginia, North America","39.0438","-77.4874","RTX-3080","1.015","78","320","0.12"
"Google Cloud","Columbus, Ohio, North America","us-east5","Columbus, Ohio, North America","39.9612","-82.9988","V100-16GB","2.053","75","250","0.13"
"Google Cloud","Columbus, Ohio, North America","us-east5","Columbus, Ohio, North America","39.9612","-82.9988","L40-48GB","1.861","85","300","0.13"
"Google Cloud","Columbus, Ohio, North America","us-east5","Columbus, Ohio, North America","39.9612","-82.9988","T4-16GB","0.801","60","70","0.13"
"Google Cloud","Columbus, Ohio, North America","us-east5","Columbus, Ohio, North America","39.9612","-82.9988","H100-80GB","4.152","100","450","0.13"
"Google Cloud","Columbus, Ohio, North America","us-east5","Columbus, Ohio, North America","39.9612","-82.9988","MI250X-128GB","3.369","92","560","0.13"
"Google Cloud","Columbus, Ohio, North America","us-east5","Columbus, Ohio, North America","39.9612","-82.9988","L4-24GB","0.884","65","72","0.13"
"Google Cloud","Columbus, Ohio, North America","us-east5","Columbus, Ohio, North America","39.9612","-82.9988","K80-12GB","0.488","45","300","0.13"
"Google Cloud","Columbus, Ohio, North America","us-east5","Columbus, Ohio, North America","39.9612","-82.9988","RTX-4090","1.458","88","450","0.13"
"Google Cloud","Columbus, Ohio, North America","us-east5","Columbus, Ohio, North America","39.9612","-82.9988","H100-80GB","4.518","100","450","0.13"
"Google Cloud","Columbus, Ohio, North America","us-east5","Columbus, Ohio, North America","39.9612","-82.9988","A100-80GB","2.887","95","400","0.13"
"Google Cloud","Columbus, Ohio, North America","us-east5","Columbus, Ohio, North America","39.9612","-82.9988","RTX-3080","0.830","78","320","0.13"
"Google Cloud","Dallas, Texas, North America","us-south1","Dallas, Texas, North America","40","-95","P40-24GB","1.364","70","250","0.13"
"Google Cloud","Dallas, Texas, North America","us-south1","Dallas, Texas, North America","40","-95","RTX-3080","0.893","78","320","0.13"
"Google Cloud","Dallas, Texas, North America","us-south1","Dallas, Texas, North America","40","-95","P4-8GB","0.544","50","75","0.13"
"Google Cloud","Dallas, Texas, North America","us-south1","Dallas, Texas, North America","40","-95","T4-16GB","0.772","60","70","0.13"
"Google Cloud","Dallas, Texas, North America","us-south1","Dallas, Texas, North America","40","-95","V100-16GB","2.000","75","250","0.13"
"Google Cloud","Dallas, Texas, North America","us-south1","Dallas, Texas, North America","40","-95","H100-80GB","4.923","100","450","0.13"
"Google Cloud","Dallas, Texas, North America","us-south1","Dallas, Texas, North America","40","-95","T4-16GB","0.900","60","70","0.13"
"Google Cloud","Dallas, Texas, North America","us-south1","Dallas, Texas, North America","40","-95","K80-12GB","0.626","45","300","0.13"
"Google Cloud","Dallas, Texas, North America","us-south1","Dallas, Texas, North America","40","-95","RTX-3090","1.126","82","350","0.13"
"Google Cloud","The Dalles, Oregon, North America","us-west1","The Dalles, Oregon, North America","45.5945","-121.1787","L40-48GB","1.859","85","300","0.09"
"Google Cloud","The Dalles, Oregon, North America","us-west1","The Dalles, Oregon, North America","45.5945","-121.1787","P40-24GB","1.414","70","250","0.09"
"Google Cloud","The Dalles, Oregon, North America","us-west1","The Dalles, Oregon, North America","45.5945","-121.1787","L4-24GB","0.775","65","72","0.09"
"Google Cloud","The Dalles, Oregon, North America","us-west1","The Dalles, Oregon, North America","45.5945","-121.1787","A100-40GB","2.561","90","350","0.09"
"Google Cloud","The Dalles, Oregon, North America","us-west1","The Dalles, Oregon, North America","45.5945","-121.1787","RTX-3080","0.773","78","320","0.09"
"Google Cloud","The Dalles, Oregon, North America","us-west1","The Dalles, Oregon, North America","45.5945","-121.1787","RTX-3090","1.197","82","350","0.09"
"Google Cloud","The Dalles, Oregon, North America","us-west1","The Dalles, Oregon, North America","45.5945","-121.1787","P4-8GB","0.440","50","75","0.09"
"Google Cloud","The Dalles, Oregon, North America","us-west1","The Dalles, Oregon, North America","45.5945","-121.1787","V100-16GB","1.890","75","250","0.09"
"Google Cloud","The Dalles, Oregon, North America","us-west1","The Dalles, Oregon, North America","45.5945","-121.1787","P40-24GB","1.254","70","250","0.09"
"Google Cloud","The Dalles, Oregon, North America","us-west1","The Dalles, Oregon, North America","45.5945","-121.1787","K80-12GB","0.540","45","300","0.09"
"Google Cloud","The Dalles, Oregon, North America","us-west1","The Dalles, Oregon, North America","45.5945","-121.1787","RTX-3080","0.778","78","320","0.09"
"Google Cloud","Los Angeles, California, North America","us-west2","Los Angeles, California, North America","34.0522","-118.2437","RTX-4090","1.363","88","450","0.22"
"Google Cloud","Los Angeles, California, North America","us-west2","Los Angeles, California, North America","34.0522","-118.2437","A100-40GB","3.140","90","350","0.22"
"Google Cloud","Los Angeles, California, North America","us-west2","Los Angeles, California, North America","34.0522","-118.2437","H100-80GB","4.972","100","450","0.22"
"Google Cloud","Los Angeles, California, North America","us-west2","Los Angeles, California, North America","34.0522","-118.2437","T4-16GB","0.895","60","70","0.22"
"Google Cloud","Los Angeles, California, North America","us-west2","Los Angeles, California, North America","34.0522","-118.2437","V100-32GB","2.214","80","300","0.22"
"Google Cloud","Los Angeles, California, North America","us-west2","Los Angeles, California, North America","34.0522","-118.2437","P40-24GB","1.264","70","250","0.22"
"Google Cloud","Los Angeles, California, North America","us-west2","Los Angeles, California, North America","34.0522","-118.2437","T4-16GB","0.863","60","70","0.22"
"Google Cloud","Salt Lake City, Utah, North America","us-west3","Salt Lake City, Utah, North America","40.7608","-111.891","P40-24GB","1.516","70","250","0.12"
"Google Cloud","Salt Lake City, Utah, North America","us-west3","Salt Lake City, Utah, North America","40.7608","-111.891","L4-24GB","0.970","65","72","0.12"
"Google Cloud","Salt Lake City, Utah, North America","us-west3","Salt Lake City, Utah, North America","40.7608","-111.891","K80-12GB","0.574","45","300","0.12"
"Google Cloud","Salt Lake City, Utah, North America","us-west3","Salt Lake City, Utah, North America","40.7608","-111.891","V100-16GB","2.195","75","250","0.12"
"Google Cloud","Salt Lake City, Utah, North America","us-west3","Salt Lake City, Utah, North America","40.7608","-111.891","A100-40GB","2.524","90","350","0.12"
"Google Cloud","Salt Lake City, Utah, North America","us-west3","Salt Lake City, Utah, North America","40.7608","-111.891","A100-80GB","2.989","95","400","0.12"
"Google Cloud","Salt Lake City, Utah, North America","us-west3","Salt Lake City, Utah, North America","40.7608","-111.891","P40-24GB","1.645","70","250","0.12"
"Google Cloud","Salt Lake City, Utah, North America","us-west3","Salt Lake City, Utah, North America","40.7608","-111.891","RTX-4090","1.549","88","450","0.12"
"Google Cloud","Salt Lake City, Utah, North America","us-west3","Salt Lake City, Utah, North America","40.7608","-111.891","T4-16GB","0.803","60","70","0.12"
"Google Cloud","Salt Lake City, Utah, North America","us-west3","Salt Lake City, Utah, North America","40.7608","-111.891","K80-12GB","0.549","45","300","0.12"
"Google Cloud","Salt Lake City, Utah, North America","us-west3","Salt Lake City, Utah, North America","40.7608","-111.891","L4-24GB","0.814","65","72","0.12"
